X.PROBE_ID	UTR_TAG	ALN_BASIS	BWA_NUM_MISMATCHES	NUM_HITS	HIT	SNP_INFO	gene	uniq	Chr	Strand	P_start	P_end	Gene_symbol
ILMN_2145050	inclUTR	exome	0	1	chr7|+|72400554-72400603|17_NM_172020,POM121|exonic;	NA	1	1	7	+	72400554	72400603	POM121
ILMN_1654466	inclUTR	exome	0	1	chr21|-|42549156-42549205|909_NM_182832,PLAC4|exonic;	NA	1	1	21	-	42549156	42549205	PLAC4
ILMN_1801119	inclUTR	exome	0	1	chr18|-|60791159-60791208|16_NM_000633,BCL2|exonic;	NA	1	1	18	-	60791159	60791208	BCL2
ILMN_2246956	inclUTR	exome	0	1	chr18|-|60791053-60791102|16_NM_000633,BCL2|exonic;	NA	1	1	18	-	60791053	60791102	BCL2
ILMN_2382121	inclUTR	exome	0	2	chrX|+|128725765-128725814|195_NM_001587,OCRL|exonic;chrX|+|128725764-128725813|195_NM_000276,OCRL|exonic;	NA	1	1	X	+	128725764	128725814	OCRL
ILMN_2175112	inclUTR	exome	0	1	chr2|+|18113631-18113680|90_NM_002252,KCNS3|exonic;	NA	1	1	2	+	18113631	18113680	KCNS3
ILMN_2175114	inclUTR	exome	0	1	chr2|+|18114084-18114133|90_NM_002252,KCNS3|exonic;	NA	1	1	2	+	18114084	18114133	KCNS3
ILMN_1666885	inclUTR	exome	0	2	chrX|-|76972688-76972720:77041467-77041484|146_NM_000489,ATRX|exonic;chrX|-|76972689-76972720:77041467-77041485|146_NM_138270,ATRX|exonic;	NA	1	1	X	-	76972688	77041485	ATRX
ILMN_3246625	inclUTR	exome	0	1	chr9|+|34982206-34982255|851_NM_015297,KIAA1045|exonic;	NA	1	1	9	+	34982206	34982255	KIAA1045
ILMN_2289825	inclUTR	exome	0	1	chr3|+|35835585-35835634|107_NM_016300,ARPP21|exonic;	NA	1	1	3	+	35835585	35835634	ARPP21
ILMN_1754501	inclUTR	exome	0	2	chr2|+|61390263-61390312|1053_NM_001143959,C2orf74|exonic;chr2|+|61390263-61390312|1053_NM_001143960,C2orf74|exonic;	NA	1	1	2	+	61390263	61390312	C2orf74
ILMN_1773927	inclUTR	exome	0	1	chr12|-|62996063-62996112|1065_NM_175895,C12orf61|exonic;	NA	1	1	12	-	62996063	62996112	C12orf61
ILMN_2348194	inclUTR	exome	0	2	chr2|-|174937693-174937742|29_NM_001011708,OLA1|exonic;chr2|-|174937693-174937742|29_NM_013341,OLA1|exonic;	NA	1	1	2	-	174937693	174937742	OLA1
ILMN_1888474	inclUTR	exome	0	1	chr1|-|84837759-84837808|1232_NR_003927,UOX|exonic;	NA	1	1	1	-	84837759	84837808	UOX
ILMN_1670322	inclUTR	exome	0	2	chr5|+|72386052-72386101|17_NM_138782,FCHO2|exonic;chr5|+|72386053-72386102|17_NM_001146032,FCHO2|exonic;	NA	1	1	5	+	72386052	72386102	FCHO2
ILMN_1782222	inclUTR	exome	0	1	chr12|+|105562518-105562567|173_NM_015275,KIAA1033|exonic;	NA	1	1	12	+	105562518	105562567	KIAA1033
ILMN_1685663	inclUTR	exome	0	2	chr20|-|52770481-52770530|987_NM_000782,CYP24A1|exonic;chr20|-|52770481-52770530|987_NM_001128915,CYP24A1|exonic;	NA	1	1	20	-	52770481	52770530	CYP24A1
ILMN_1715991	inclUTR	exome	0	1	chr2|-|192699237-192699286|2055_NM_004657,SDPR|exonic;	NA	1	1	2	-	192699237	192699286	SDPR
ILMN_3237897	inclUTR	exome	0	4	chr11|+|89662678-89662727|1269_NM_001105522,TRIM49L1|exonic;chr11|-|89647362-89647365:89648079-89648125|1268_NM_001206627,LOC399939|exonic;chr11|-|89647362-89647365:89648079-89648125|158_NM_001105522,TRIM49L1|exonic;chr11|+|89662679-89662728|1269_NM_001206627,LOC399939|exonic;	NA	1	0					
ILMN_1711374	inclUTR	exome	0	1	chr17|+|42858956-42859005|911_NM_002390,ADAM11|exonic;	NA	1	1	17	+	42858956	42859005	ADAM11
ILMN_1678052	inclUTR	exome	0	1	chr19|+|1278914-1278963|594_NM_017914,C19orf24|exonic;	NA	1	1	19	+	1278914	1278963	C19orf24
ILMN_1740490	inclUTR	exome	0	1	chr19|-|36883041-36883090|866_NM_133466,ZFP82|exonic;	NA	1	1	19	-	36883041	36883090	ZFP82
ILMN_1761042	inclUTR	exome	0	1	chr11|-|56230556-56230605|1014_NM_001004743,OR5M9|exonic;	NA	1	1	11	-	56230556	56230605	OR5M9
ILMN_3248941	inclUTR	exome	0	1	chr6|+|112423432-112423481|1442_NM_001033564,C6orf225|exonic;	NA	1	1	6	+	112423432	112423481	C6orf225
ILMN_1686889	inclUTR	exome	0	1	chr6|+|112423837-112423886|1442_NM_001033564,C6orf225|exonic;	NA	1	1	6	+	112423837	112423886	C6orf225
ILMN_1773964	inclUTR	exome	0	1	chr3|-|129033869-129033918|1569_NM_006026,H1FX|exonic;	NA	1	1	3	-	129033869	129033918	H1FX
ILMN_1771043	inclUTR	exome	0	1	chr16|-|88958893-88958893:88964485-88964534|157_NM_005187,CBFA2T3|exonic;	NA	1	1	16	-	88958893	88964534	CBFA2T3
ILMN_1735658	inclUTR	exome	0	1	chr18|-|67671184-67671233|137_NM_173630,RTTN|exonic;	NA	1	1	18	-	67671184	67671233	RTTN
ILMN_3250147	inclUTR	exome	0	2	chr19|-|20844347-20844396|92_NM_145297,ZNF626|exonic;chr19|-|20844347-20844396|92_NM_001076675,ZNF626|exonic;	NA	1	1	19	-	20844347	20844396	ZNF626
ILMN_1794823	inclUTR	exome	0	1	chr19|-|20828218-20828254:20828489-20828502|92_NM_145297,ZNF626|exonic;	NA	1	1	19	-	20828218	20828502	ZNF626
ILMN_3309804	inclUTR	exome	0	1	chrX|-|133680663-133680712|1604_NR_029946,MIR424|exonic;	NA	1	1	X	-	133680663	133680712	MIR424
ILMN_1705019	inclUTR	exome	0	4	chr5|-|37815763-37815812|873_NM_001190469,GDNF|exonic;chr5|-|37815763-37815812|873_NM_001190468,GDNF|exonic;chr5|-|37815763-37815812|873_NM_000514,GDNF|exonic;chr5|-|37815763-37815812|873_NM_199231,GDNF|exonic;	NA	1	1	5	-	37815763	37815812	GDNF
ILMN_1749838	inclUTR	exome	0	2	chr19|-|59073370-59073419|1035_NM_003422,MZF1|exonic;chr19|-|59073370-59073419|1035_NM_198055,MZF1|exonic;	NA	1	1	19	-	59073370	59073419	MZF1
ILMN_1670816	inclUTR	exome	0	1	chr19|-|59084597-59084646|1035_NM_198055,MZF1|exonic;	NA	1	1	19	-	59084597	59084646	MZF1
ILMN_1718477	inclUTR	exome	0	2	chr22|+|45689179-45689194:45691440-45691474|933_NM_006953,UPK3A|exonic;chr22|+|45689181-45689194:45691440-45691476|933_NM_001167574,UPK3A|exonic;	NA	1	1	22	+	45689179	45691476	UPK3A
ILMN_2323848	inclUTR	exome	0	2	chr16|+|67696264-67696313|1101_NM_001037281,PARD6A|exonic;chr16|+|67696264-67696313|1101_NM_016948,PARD6A|exonic;	NA	1	1	16	+	67696264	67696313	PARD6A
ILMN_1672000	inclUTR	exome	0	1	chr18|+|14796230-14796248:14796341-14796372|87_NM_001145029,ANKRD30B|exonic;chr18|+|14797668-14797688:14797780-14797809|87_NM_001145029,ANKRD30B|exonic;	NA	1	0					
ILMN_1690386	inclUTR	exome	0	2	chr20|+|18123477-18123526|723_NM_020536,CSRP2BP|exonic;chr20|+|18123476-18123525|723_NM_001164811,PET117|exonic;	NA	1	1	20	+	18123476	18123526	CSRP2BP,PET117
ILMN_1736951	inclUTR	exome	0	1	chr3|+|101485876-101485925|169_NM_024548,CEP97|exonic;	NA	1	1	3	+	101485876	101485925	CEP97
ILMN_2339779	inclUTR	exome	0	3	chr22|-|18075034-18075083|90_NM_001039367,ATP6V1E1|exonic;chr22|-|18075034-18075083|90_NM_001039366,ATP6V1E1|exonic;chr22|-|18075034-18075083|90_NM_001696,ATP6V1E1|exonic;	MAF=0.04947,Name=chr22_18075053;MAF=0.04947,Name=chr22_18075053;MAF=0.04947,Name=chr22_18075053	1	1	22	-	18075034	18075083	ATP6V1E1
ILMN_1798485	inclUTR	exome	0	3	chr22|-|18075125-18075174|90_NM_001039366,ATP6V1E1|exonic;chr22|-|18075125-18075174|90_NM_001696,ATP6V1E1|exonic;chr22|-|18075125-18075174|90_NM_001039367,ATP6V1E1|exonic;	NA	1	1	22	-	18075125	18075174	ATP6V1E1
ILMN_1800031	inclUTR	exome	0	1	chr19|+|38861342-38861391|881_NM_021185,CATSPERG|exonic;	MAF=0.0141343,Name=chr19_38861362	1	1	19	+	38861342	38861391	CATSPERG
ILMN_1662155	inclUTR	exome	0	1	chr1|+|2005318-2005367|9_NM_001033581,PRKCZ|exonic;	NA	1	1	1	+	2005318	2005367	PRKCZ
ILMN_1741391	inclUTR	exome	0	2	chr14|-|36008140-36008189|107_NM_194301,RALGAPA1|exonic;chr14|-|36008140-36008189|107_NM_014990,RALGAPA1|exonic;	NA	1	1	14	-	36008140	36008189	RALGAPA1
ILMN_1763999	inclUTR	exome	0	1	chr7|+|134249520-134249521:134252909-134252957|1609_NM_001080538,AKR1B15|exonic;	NA	1	1	7	+	134249520	134252957	AKR1B15
ILMN_1700382	inclUTR	exome	0	1	chr7|-|27135040-27135089|792_NM_005522,HOXA1|exonic;	NA	1	1	7	-	27135040	27135089	HOXA1
ILMN_1813028	inclUTR	exome	0	3	chr12|-|54651343-54651392|1001_NM_001127322,CBX5|exonic;chr12|-|54651343-54651392|125_NM_012117,CBX5|exonic;chr12|-|54651343-54651392|1001_NM_001127321,CBX5|exonic;	NA	1	1	12	-	54651343	54651392	CBX5
ILMN_2066124	inclUTR	exome	0	1	chr18|-|12329202-12329251|679_NM_006796,AFG3L2|exonic;	NA	1	1	18	-	12329202	12329251	AFG3L2
ILMN_1715745	inclUTR	exome	0	1	chrX|-|103344391-103344440|1373_NM_001012755,MCART6|exonic;	NA	1	1	X	-	103344391	103344440	MCART6
ILMN_1714028	inclUTR	exome	0	1	chr21|+|46078081-46078130|936_NM_198697,KRTAP12-3|exonic;	NA	1	1	21	+	46078081	46078130	KRTAP12-3
ILMN_1766045	inclUTR	exome	0	4	chr1|+|87207975-87208024|1250_NM_001206653,SH3GLB1|exonic;chr1|+|87207972-87208021|1250_NM_001206652,SH3GLB1|exonic;chr1|+|87207974-87208023|1250_NM_016009,SH3GLB1|exonic;chr1|+|87207973-87208022|1250_NM_001206651,SH3GLB1|exonic;	NA	1	1	1	+	87207972	87208024	SH3GLB1
ILMN_3310543	inclUTR	exome	0	1	chr2|-|180725579-180725628|1963_NR_031659,MIR1258|exonic;	NA	1	1	2	-	180725579	180725628	MIR1258
ILMN_1793300	inclUTR	exome	0	1	chr2|-|207564532-207564581|2168_NM_001093730,DYTN|exonic;	NA	1	1	2	-	207564532	207564581	DYTN
ILMN_1669851	inclUTR	exome	0	2	chr7|+|66774074-66774123|1094_NR_040586,STAG3L4|exonic;chr7|+|66774073-66774122|1094_NR_040585,STAG3L4|exonic;	NA	1	1	7	+	66774073	66774123	STAG3L4
ILMN_1815326	inclUTR	exome	0	2	chr18|-|52569307-52569356|986_NM_025214,CCDC68|exonic;chr18|-|52569307-52569356|986_NM_001143829,CCDC68|exonic;	NA	1	1	18	-	52569307	52569356	CCDC68
ILMN_2203876	inclUTR	exome	0	2	chr18|-|52569203-52569252|986_NM_001143829,CCDC68|exonic;chr18|-|52569203-52569252|986_NM_025214,CCDC68|exonic;	NA	1	1	18	-	52569203	52569252	CCDC68
ILMN_1678707	inclUTR	exome	0	2	chr17|+|34173982-34174031|845_NM_139215,TAF15|exonic;chr17|+|34173982-34174031|845_NM_003487,TAF15|exonic;	NA	1	1	17	+	34173982	34174031	TAF15
ILMN_3179802	inclUTR	exome	0	2	chr16|-|90111008-90111031:90113364-90113390|1272_NR_027336,LOC100130015|exonic;chr16|-|90111007-90111031:90113364-90113389|1272_NR_027335,LOC100130015|exonic;	NA	1	1	16	-	90111007	90113390	LOC100130015
ILMN_1657044	inclUTR	exome	0	1	chr18|-|51851088-51851137|980_NM_139171,STARD6|exonic;	NA	1	1	18	-	51851088	51851137	STARD6
ILMN_2396691	inclUTR	exome	0	2	chr7|+|91632273-91632322|160_NM_147185,AKAP9|exonic;chr7|+|91632273-91632322|160_NM_005751,AKAP9|exonic;	MAF=0.879859,Name=chr7_91632306;MAF=0.879859,Name=chr7_91632306	1	1	7	+	91632273	91632322	AKAP9
ILMN_1794875	inclUTR	exome	0	1	chr4|+|84526592-84526641|1229_NM_032717,AGPAT9|exonic;	NA	1	1	4	+	84526592	84526641	AGPAT9
ILMN_1745817	inclUTR	exome	0	2	chr11|+|21596678-21596727|11_NM_201551,NELL1|exonic;chr11|+|21596677-21596726|11_NM_006157,NELL1|exonic;	MAF=0.0212014,Name=chr11_21596703;MAF=0.0212014,Name=chr11_21596703	1	1	11	+	21596677	21596727	NELL1
ILMN_1767662	inclUTR	exome	0	1	chr2|+|169630950-169630999|234_NM_203463,CERS6|exonic;	NA	1	1	2	+	169630950	169630999	CERS6
ILMN_2194882	inclUTR	exome	0	1	chr4|-|17844873-17844922|90_NM_153686,LCORL|exonic;	NA	1	1	4	-	17844873	17844922	LCORL
ILMN_3308545	inclUTR	exome	0	1	chr4|+|114028037-114028086|1454_NR_031641,MIR1243|exonic;	NA	1	1	4	+	114028037	114028086	MIR1243
ILMN_1803564	inclUTR	exome	0	3	chr1|-|54317793-54317842|999_NM_018982,YIPF1|exonic;chr1|-|54317793-54317842|999_NR_036640,YIPF1|exonic;chr1|-|54317793-54317842|999_NR_036639,YIPF1|exonic;	NA	1	1	1	-	54317793	54317842	YIPF1
ILMN_2052163	inclUTR	exome	0	3	chr1|-|54317515-54317564|999_NR_036639,YIPF1|exonic;chr1|-|54317515-54317564|999_NR_036640,YIPF1|exonic;chr1|-|54317515-54317564|999_NM_018982,YIPF1|exonic;	NA	1	1	1	-	54317515	54317564	YIPF1
ILMN_1760493	inclUTR	exome	0	5	chr2|-|128396119-128396168|1564_NM_001161403,LIMS2|exonic;chr2|-|128396119-128396168|1564_NR_027823,LIMS2|exonic;chr2|-|128396119-128396168|1564_NM_017980,LIMS2|exonic;chr2|-|128396119-128396168|1564_NM_001136037,LIMS2|exonic;chr2|-|128396119-128396168|1564_NM_001161404,LIMS2|exonic;	MAF=0.0777385,Name=chr2_128396167;MAF=0.0777385,Name=chr2_128396167;MAF=0.0777385,Name=chr2_128396167;MAF=0.0777385,Name=chr2_128396167;MAF=0.0777385,Name=chr2_128396167	1	1	2	-	128396119	128396168	LIMS2
ILMN_2351902	inclUTR	exome	0	12	chr5|+|69362850-69362899|1114_NM_000344,SMN1|exonic;chr5|+|69362850-69362899|1114_NM_022875,SMN2|exonic;chr5|+|69362850-69362899|1114_NM_022877,SMN2|exonic;chr5|+|70238274-70238323|1120_NM_017411,SMN2|exonic;chr5|+|69362850-69362899|1114_NM_022874,SMN1|exonic;chr5|+|70238274-70238323|1120_NM_022877,SMN2|exonic;chr5|+|70238274-70238323|1120_NM_022876,SMN2|exonic;chr5|+|70238274-70238323|1120_NM_000344,SMN1|exonic;chr5|+|70238274-70238323|1120_NM_022875,SMN2|exonic;chr5|+|69362850-69362899|1114_NM_022876,SMN2|exonic;chr5|+|69362850-69362899|1114_NM_017411,SMN2|exonic;chr5|+|70238274-70238323|1120_NM_022874,SMN1|exonic;	NA	1	0					
ILMN_1724236	inclUTR	exome	0	1	chr9|-|139924786-139924835|1652_NM_004479,FUT7|exonic;	MAF=0.0883392,Name=chr9_139924810	1	1	9	-	139924786	139924835	FUT7
ILMN_1651848	inclUTR	exome	0	1	chr21|+|35261446-35261495|106_NM_003024,ITSN1|exonic;	NA	1	1	21	+	35261446	35261495	ITSN1
ILMN_1672741	inclUTR	exome	0	2	chr21|+|35206721-35206728:35208744-35208786|106_NM_001001132,ITSN1|exonic;chr21|+|35206721-35206728:35208744-35208786|106_NM_003024,ITSN1|exonic;	NA	1	1	21	+	35206721	35208786	ITSN1
ILMN_2187830	inclUTR	exome	0	2	chr5|-|86690266-86690301:86690860-86690874|1246_NM_001199189,CCNH|exonic;chr5|-|86690266-86690301:86690860-86690874|1246_NM_001239,CCNH|exonic;	NA	1	1	5	-	86690266	86690874	CCNH
ILMN_1742250	inclUTR	exome	0	2	chr5|-|86700672-86700721|1246_NM_001239,CCNH|exonic;chr5|-|86700672-86700721|1246_NM_001199189,CCNH|exonic;	NA	1	1	5	-	86700672	86700721	CCNH
ILMN_1696713	inclUTR	exome	0	1	chr11|+|65064955-65065004|1081_NM_002689,POLA2|exonic;	NA	1	1	11	+	65064955	65065004	POLA2
ILMN_1660552	inclUTR	exome	0	1	chr6|-|55623881-55623913:55625254-55625271|126_NM_021073,BMP5|exonic;	NA	1	1	6	-	55623881	55625271	BMP5
ILMN_3226059	inclUTR	exome	0	1	chr2|-|16080315-16080364|707_NR_026766,MYCNOS|exonic;	NA	1	1	2	-	16080315	16080364	MYCNOS
ILMN_1737211	inclUTR	exome	0	2	chr19|-|37641083-37641132|872_NM_199126,ZNF585A|exonic;chr19|-|37641083-37641132|872_NM_152655,ZNF585A|exonic;	NA	1	1	19	-	37641083	37641132	ZNF585A
ILMN_1710536	inclUTR	exome	0	1	chr18|-|5890262-5890311|629_NM_001080209,TMEM200C|exonic;	NA	1	1	18	-	5890262	5890311	TMEM200C
ILMN_2236726	inclUTR	exome	0	1	chr18|-|5890444-5890493|629_NM_001080209,TMEM200C|exonic;	NA	1	1	18	-	5890444	5890493	TMEM200C
ILMN_1653573	inclUTR	exome	0	2	chrX|+|135721835-135721884|1620_NR_038462,LOC100128420|exonic;chrX|+|135721835-135721884|1620_NR_038461,LOC100128420|exonic;	NA	1	1	X	+	135721835	135721884	LOC100128420
ILMN_1671076	inclUTR	exome	0	1	chr6|+|70098912-70098961|139_NM_001704,BAI3|exonic;	NA	1	1	6	+	70098912	70098961	BAI3
ILMN_1666777	inclUTR	exome	0	3	chr3|-|157815221-157815270|1789_NM_003030,SHOX2|exonic;chr3|-|157815221-157815270|1789_NM_006884,SHOX2|exonic;chr3|-|157815221-157815270|1789_NM_001163678,SHOX2|exonic;	NA	1	1	3	-	157815221	157815270	SHOX2
ILMN_1702979	inclUTR	exome	0	3	chr3|-|157823714-157823763|1789_NM_003030,SHOX2|exonic;chr3|-|157823715-157823764|1789_NM_006884,SHOX2|exonic;chr3|-|157823715-157823764|1789_NM_001163678,SHOX2|exonic;	NA	1	1	3	-	157823714	157823764	SHOX2
ILMN_1692080	inclUTR	exome	0	1	chr5|-|14871750-14871799|87_NM_054027,ANKH|exonic;	NA	1	1	5	-	14871750	14871799	ANKH
ILMN_1763901	inclUTR	exome	0	5	chr21|+|39493599-39493648|886_NR_026840,DSCR8|exonic;chr21|+|39493599-39493648|886_NR_026838,DSCR8|exonic;chr21|+|39493599-39493648|886_NR_026842,DSCR8|exonic;chr21|+|39493599-39493648|886_NR_026839,DSCR8|exonic;chr21|+|39493599-39493648|886_NR_026841,DSCR8|exonic;	NA	1	1	21	+	39493599	39493648	DSCR8
ILMN_3308808	inclUTR	exome	0	1	chr11|+|57408679-57408728|1022_NR_029673,MIR130A|exonic;	NA	1	1	11	+	57408679	57408728	MIR130A
ILMN_2137312	inclUTR	exome	0	1	chr11|+|128787598-128787647|1567_NM_000890,KCNJ5|exonic;	NA	1	1	11	+	128787598	128787647	KCNJ5
ILMN_1663399	inclUTR	exome	0	1	chr3|-|12194912-12194961|678_NM_003256,TIMP4|exonic;	NA	1	1	3	-	12194912	12194961	TIMP4
ILMN_1665100	inclUTR	exome	0	1	chr9|+|125148938-125148987|1539_NM_000962,PTGS1|exonic;	NA	1	1	9	+	125148938	125148987	PTGS1
ILMN_1754235	inclUTR	exome	0	3	chr20|-|44978554-44978603|928_NM_173073,SLC35C2|exonic;chr20|-|44978554-44978603|928_NM_015945,SLC35C2|exonic;chr20|-|44978554-44978603|928_NM_173179,SLC35C2|exonic;	NA	1	1	20	-	44978554	44978603	SLC35C2
ILMN_1797604	inclUTR	exome	0	2	chr1|+|40537983-40538032|894_NM_006367,CAP1|exonic;chr1|+|40537983-40538032|894_NM_001105530,CAP1|exonic;	NA	1	1	1	+	40537983	40538032	CAP1
ILMN_2106265	inclUTR	exome	0	1	chr17|+|57351558-57351607|1022_NM_182569,GDPD1|exonic;	NA	1	1	17	+	57351558	57351607	GDPD1
ILMN_3241661	inclUTR	exome	0	1	chr1|-|74491811-74491860|144_NM_001105659,LRRIQ3|exonic;	NA	1	1	1	-	74491811	74491860	LRRIQ3
ILMN_1662147	inclUTR	exome	0	3	chr1|+|38266670-38266719|876_NM_001113482,MANEAL|exonic;chr1|+|38266670-38266719|876_NM_001031740,MANEAL|exonic;chr1|+|38266672-38266721|876_NM_152496,MANEAL|exonic;	NA	1	1	1	+	38266670	38266721	MANEAL
ILMN_1709605	inclUTR	exome	0	2	chr1|+|38262416-38262465|876_NM_001031740,MANEAL|exonic;chr1|+|38262416-38262465|876_NM_001113482,MANEAL|exonic;	NA	1	1	1	+	38262416	38262465	MANEAL
ILMN_1797522	inclUTR	exome	0	1	chr17|-|41843906-41843955|904_NM_004090,DUSP3|exonic;	NA	1	1	17	-	41843906	41843955	DUSP3
ILMN_1795467	inclUTR	exome	0	1	chr10|+|6377606-6377655|633_NR_040079,LOC399715|exonic;	NA	1	1	10	+	6377606	6377655	LOC399715
ILMN_1683054	inclUTR	exome	0	4	chr6_mann_hap4|-|131048-131097|73_NR_033379,LOC401242|exonic;chr6_mann_hap4|-|131048-131097|73_NR_033379,LOC401242|exonic;chr6_mann_hap4|-|131048-131097|73_NR_033379,LOC401242|exonic;chr6_mann_hap4|-|131048-131097|73_NR_033379,LOC401242|exonic;chr6|-|28827647-28827696|804_NR_033379,LOC401242|exonic;chr6_ssto_hap7|-|168416-168465|586_NR_033379,LOC401242|exonic;chr6_mann_hap4|-|131048-131097|73_NR_033379,LOC401242|exonic;chr6_cox_hap2|-|350493-350542|587_NR_033379,LOC401242|exonic;	NA	1	1	6	-	28827647	28827696	LOC401242
ILMN_1759003	inclUTR	exome	0	1	chrX|-|70282709-70282758|1121_NM_013346,SNX12|exonic;	NA	1	1	X	-	70282709	70282758	SNX12
ILMN_1703622	inclUTR	exome	0	1	chr15|-|64454242-64454291|1076_NM_000942,PPIB|exonic;	NA	1	1	15	-	64454242	64454291	PPIB
ILMN_1767892	inclUTR	exome	0	1	chr1|+|161726597-161726646|1818_NM_007240,DUSP12|exonic;	NA	1	1	1	+	161726597	161726646	DUSP12
ILMN_3244501	inclUTR	exome	0	1	chr6|-|28401018-28401067|801_NM_001012455,ZSCAN23|exonic;	NA	1	1	6	-	28401018	28401067	ZSCAN23
ILMN_1674985	inclUTR	exome	0	4	chr1|+|15546654-15546703|703_NM_001136217,TMEM51|exonic;chr1|+|15546653-15546702|703_NM_001136218,TMEM51|exonic;chr1|+|15546653-15546702|703_NM_001136216,TMEM51|exonic;chr1|+|15546654-15546703|703_NM_018022,TMEM51|exonic;	NA	1	1	1	+	15546653	15546703	TMEM51
ILMN_3277199	inclUTR	exome	0	1	chr6|-|64431279-64431328|16_NM_001142800,EYS|exonic;	NA	1	1	6	-	64431279	64431328	EYS
ILMN_2350301	inclUTR	exome	0	1	chr12|-|11506301-11506324:11506723-11506749|672_NM_199353,PRB1|exonic;	NA	1	1	12	-	11506301	11506749	PRB1
ILMN_1672828	inclUTR	exome	0	4	chr12|-|11508464-11508513|672_NM_005039,PRB1|exonic;chr12|-|11548440-11548489|673_NM_006248,PRB2|exonic;chr12|-|11508463-11508512|672_NM_199354,PRB1|exonic;chr12|-|11508463-11508512|672_NM_199353,PRB1|exonic;	NA	1	0					
ILMN_2097421	inclUTR	exome	0	1	chr12|-|6601571-6601620|635_NM_016497,MRPL51|exonic;	NA	1	1	12	-	6601571	6601620	MRPL51
ILMN_1709204	inclUTR	exome	0	4	chr12|+|8288259-8288308|648_NM_194448,CLEC4A|exonic;chr12|+|8288258-8288307|648_NM_194450,CLEC4A|exonic;chr12|+|8288257-8288306|648_NM_016184,CLEC4A|exonic;chr12|+|8288258-8288307|648_NM_194447,CLEC4A|exonic;	NA	1	1	12	+	8288257	8288308	CLEC4A
ILMN_2284744	inclUTR	exome	0	1	chr2|+|138773747-138773796|1643_NM_006895,HNMT|exonic;	MAF=0.20318,Name=chr2_138773752	1	1	2	+	138773747	138773796	HNMT
ILMN_3308773	inclUTR	exome	0	1	chr22|-|45596838-45596887|932_NR_031651,MIR1249|exonic;	NA	1	1	22	-	45596838	45596887	MIR1249
ILMN_1806242	inclUTR	exome	0	1	chr10|-|104162476-104162525|1379_NM_002779,PSD|exonic;	NA	1	1	10	-	104162476	104162525	PSD
ILMN_1722620	inclUTR	exome	0	1	chr4_gl000193_random|-|75086-75135|585_NR_038377,MGC39584|exonic;	NA	1	0					
ILMN_1682100	inclUTR	exome	0	3	chr3|-|151155007-151155056|1738_NM_001178145,IGSF10|exonic;chr3|-|151155007-151155056|1738_NM_178822,IGSF10|exonic;chr3|-|151155007-151155056|1738_NM_001178146,IGSF10|exonic;	NA	1	1	3	-	151155007	151155056	IGSF10
ILMN_1902658	inclUTR	exome	0	1	chrX|-|62646776-62646825|132_NR_015353,LOC92249|exonic;	NA	1	1	X	-	62646776	62646825	LOC92249
ILMN_3249356	inclUTR	exome	0	1	chr8|+|143290114-143290163|1678_NR_024378,LINC00051|exonic;	NA	1	1	8	+	143290114	143290163	LINC00051
ILMN_1733674	inclUTR	exome	0	1	chr16|-|89345895-89345944|158_NM_013275,ANKRD11|exonic;	NA	1	1	16	-	89345895	89345944	ANKRD11
ILMN_3294741	inclUTR	exome	0	1	chr10|+|48157060-48157109|952_NR_033407,CTSL1P2|exonic;	NA	1	1	10	+	48157060	48157109	CTSL1P2
ILMN_2337880	inclUTR	exome	0	5	chr5|-|139227551-139227600|205_NM_013982,NRG2|exonic;chr5|-|139227551-139227600|205_NM_013983,NRG2|exonic;chr5|-|139227551-139227600|205_NM_001184935,NRG2|exonic;chr5|-|139227551-139227600|205_NM_013981,NRG2|exonic;chr5|-|139227551-139227600|205_NM_004883,NRG2|exonic;	NA	1	1	5	-	139227551	139227600	NRG2
ILMN_3252418	inclUTR	exome	0	1	chr9|+|3901098-3901147|614_NR_026663,GLIS3-AS1|exonic;	NA	1	1	9	+	3901098	3901147	GLIS3-AS1
ILMN_3230464	inclUTR	exome	0	2	chr11|-|1705217-1705264:1705423-1705425|598_NR_026642,FAM99B|exonic;chr11|+|1687771-1687773:1687931-1687978|597_NR_026643,FAM99A|exonic;	NA	1	0					
ILMN_1768913	inclUTR	exome	0	1	chr2|+|122525314-122525363|1519_NM_004622,TSN|exonic;	NA	1	1	2	+	122525314	122525363	TSN
ILMN_3309674	inclUTR	exome	0	1	chr14|+|101506416-101506465|1359_NR_030266,MIR376A2|exonic;	NA	1	1	14	+	101506416	101506465	MIR376A2
ILMN_1712718	inclUTR	exome	0	1	chr1|-|220232217-220232266|2265_NM_006085,BPNT1|exonic;	NA	1	1	1	-	220232217	220232266	BPNT1
ILMN_1723874	inclUTR	exome	0	1	chr21|+|35515209-35515258|855_NM_032476,MRPS6|exonic;	NA	1	1	21	+	35515209	35515258	MRPS6
ILMN_1725910	inclUTR	exome	0	2	chr9|-|34581135-34581184|848_NM_001207011,CNTFR|exonic;chr9|-|34581135-34581184|848_NM_147164,CNTFR|exonic;	NA	1	1	9	-	34581135	34581184	CNTFR
ILMN_1810652	inclUTR	exome	0	1	chr5|-|36104166-36104208:36105169-36105176|860_NM_001007527,LMBRD2|exonic;	NA	1	1	5	-	36104166	36105176	LMBRD2
ILMN_2075829	inclUTR	exome	0	1	chr5|-|36103494-36103543|860_NM_001007527,LMBRD2|exonic;	NA	1	1	5	-	36103494	36103543	LMBRD2
